,Term,SNOMED_Label,SNOMED_ID
11085,heartburn,Heartburn,16331000
11086,heartburn,Heartburn,16331000
11087,heartburn,Heartburn,16331000
11088,hearts,Heart structure,80891009
11089,hearts,Heart structure,80891009
11090,hearts,Heart structure,80891009
11091,hearts,Tachycardia,80891009
11092,heat pads,Heat pad treatment,229571007
11093,heat pads,Heat pad treatment,229571007
11094,heat pads,Heat pad treatment,229571007
11095,heat rash,Prickly heat,72658003
11096,heat rash,Prickly heat,72658003
11097,heat rash,Prickly heat,72658003
11098,heating pads,"Electric heating pad, device",27812008
11099,heating pads,"Electric heating pad, device",27812008
11100,heating pads,"Electric heating pad, device",27812008
11101,heavier bleeding,Menorrhagia,386692008
11102,heavier bleeding,Menorrhagia,386692008
11103,heavier bleeding,Menorrhagia,386692008
11104,heaviness,Heavy feeling,161874006
11105,heaviness,Heavy feeling,161874006
11106,heaviness,Heavy feeling,161874006
11107,heavy bleeding,Menorrhagia,386692008
11108,heavy bleeding,Menorrhagia,386692008
11109,heavy bleeding,Menorrhagia,386692008
11110,heavy breathing,Tachypnea,271823003
11111,heavy breathing,Tachypnea,271823003
11112,heavy breathing,Tachypnea,271823003
11113,heavy cramps,Dysmenorrhea,266599000
11114,heavy cramps,Dysmenorrhea,266599000
11115,heavy cramps,Dysmenorrhea,266599000
11116,heavy spotting,Menstrual spotting,9126005
11117,heavy spotting,Menstrual spotting,9126005
11118,heavy spotting,Menstrual spotting,9126005
11119,heel,Heel structure,76853006
11120,heel,Heel structure,76853006
11121,heel,Heel structure,76853006
11122,heel,Heel structure,76853006
11123,heel,Heel structure,76853006
11124,heel pain,Heel pain,2733002
11125,heel pain,Heel pain,2733002
11126,heel pain,Heel pain,2733002
11127,heightened anxiety,Severe anxiety,80583007
11128,heightened anxiety,Severe anxiety,80583007
11129,heightened anxiety,Severe anxiety,80583007
11130,helplessness,Feeling powerless,33300005
11131,helplessness,Feeling powerless,33300005
11132,helplessness,Feeling powerless,33300005
11133,hemangioma,"Hemangioma, no International Classification",2099007
11134,hemangioma,"Hemangioma, no International Classification",2099007
11135,hemangioma,"Hemangioma, no International Classification",2099007
11136,hemangiomas,Hemangioma,400210000
11137,hemangiomas,Hemangioma,400210000
11138,hemangiomas,Hemangioma,400210000
11139,hematocrit,Finding of hematocrit,365616005
11140,hematocrit,Finding of hematocrit,365616005
11141,hematocrit,Finding of hematocrit,365616005
11142,hematuria,Blood in urine,34436003
11143,hematuria,Blood in urine,34436003
11144,hematuria,Blood in urine,34436003
11145,hemiplegic migraine,Hemiplegic migraine,59292006
11146,hemiplegic migraine,Hemiplegic migraine,59292006
11147,hemiplegic migraine,Hemiplegic migraine,59292006
11148,hemiplegic migraines,Hemiplegic migraines,59292006
11149,hemiplegic migraines,Hemiplegic migraines,59292006
11150,hemiplegic migraines,Hemiplegic migraines,59292006
11151,hemo,Hemodialysis,302497006
11152,hemo,Hemodialysis,302497006
11153,hemo,Hemodialysis,302497006
11154,hemodialysis,Hemodialysis,302497006
11155,hemodialysis,Hemodialysis,302497006
11156,hemodialysis,Hemodialysis,302497006
11157,hemoglobin,Hemoglobin,38082009
11158,hemoglobin,Hemoglobin,38082009
11159,hemoglobin,Hemoglobin,38082009
11160,hemoglobin,Hemoglobin,38082009
11161,hemoglobin,Hemoglobin,38082009
11162,hemorrhaging,Hemorrhage,50960005
11163,hemorrhaging,Hemorrhage,50960005
11164,hemorrhaging,Hemorrhage,50960005
11165,hemorrhoid,Hemorrhoids,70153002
11166,hemorrhoid,Hemorrhoids,70153002
11167,hemorrhoid,Hemorrhoids,70153002
11168,hemorrhoids,Hemorrhoids,70153002
11169,hemorrhoids,Hemorrhoids,70153002
11170,hemorrhoids,Hemorrhoids,70153002
11171,heparin,Heparin,372877000
11172,heparin,Heparin,372877000
11173,heparin,Heparin,372877000
11174,hepatitis,Inflammatory disease of liver,128241005
11175,hepatitis,Inflammatory disease of liver,128241005
11176,hepatitis,Inflammatory disease of liver,128241005
11177,hepatitis,Inflammatory disease of liver,128241005
11178,hepatitis,Inflammatory disease of liver,128241005
11179,hepatitis,Inflammatory disease of liver,128241005
11180,hepatocellular carcinoma,Liver cell carcinoma,109841003
11181,hepatocellular carcinoma,Liver cell carcinoma,109841003
11182,hepatocellular carcinoma,Liver cell carcinoma,109841003
11183,herbal medicine,Herbal medicine,349365008
11184,herbal medicine,Herbal medicine,349365008
11185,herbal medicine,Herbal medicine,349365008
11186,herbal supplement,Herbal medicine,349365008
11187,herbal supplement,Herbal medicine,349365008
11188,herbal supplement,Herbal medicine,349365008
11189,herbals,Herbal medicine,349365008
11190,herbals,Herbal medicine,349365008
11191,herbals,Herbal medicine,349365008
11192,herbs,Herb,256330001
11193,herbs,Herb,256330001
11194,herbs,Herb,256330001
11195,hernia,Hernia of abdominal cavity,52515009
11196,hernia,Hernia of abdominal cavity,52515009
11197,hernia,Hernia of abdominal cavity,52515009
11198,hernia,Hernia of abdominal cavity,52515009
11199,hernia,Hernia of abdominal cavity,52515009
11200,hernias,Hernia of abdominal cavity,52515009
11201,hernias,Hernia of abdominal cavity,52515009
11202,hernias,Hernia of abdominal cavity,52515009
11203,herniated disc,Intervertebral disc prolapse,73589001
11204,herniated disc,Intervertebral disc prolapse,73589001
11205,herniated disc,Intervertebral disc prolapse,73589001
11206,herniated discs,Intervertebral disc prolapse,73589001
11207,herniated discs,Intervertebral disc prolapse,73589001
11208,herniated discs,Intervertebral disc prolapse,73589001
11209,herniated disk,Intervertebral disc prolapse,73589001
11210,herniated disk,Intervertebral disc prolapse,73589001
11211,herniated disk,Intervertebral disc prolapse,73589001
11212,herniation,Herniated structure,414403008
11213,herniation,Herniated structure,414403008
11214,herniation,Herniated structure,414403008
11215,herniation,Herniated structure,414403008
11216,herniation,Herniated structure,414403008
11217,herniation,Herniated structure,414403008
11218,herniations,Herniated structure,414403008
11219,herniations,Herniated structure,414403008
11220,herniations,Herniated structure,414403008
11221,heroin,Diamorphine,387341002
11222,heroin,Diamorphine,387341002
11223,heroin,Diamorphine,387341002
11224,heroine,Diamorphine,387341002
11225,heroine,Diamorphine,387341002
11226,heroine,Diamorphine,387341002
11227,herp,Herpesvirus infection,23513009
11228,herp,Herpesvirus infection,23513009
11229,herp,Herpesvirus infection,23513009
11230,herpes,Herpesvirus infection,23513009
11231,herpes,Herpesvirus infection,23513009
11232,herpes,Herpesvirus infection,23513009
11233,herpes,Herpesvirus infection,23513009
11234,herpes,Herpesvirus infection,23513009
11235,herpes infection,Herpesvirus infection,23513009
11236,herpes infection,Herpesvirus infection,23513009
11237,herpes infection,Herpesvirus infection,23513009
11238,herpes outbreak,Herpesvirus infection,23513009
11239,herpes outbreak,Herpesvirus infection,23513009
11240,herpes outbreak,Herpesvirus infection,23513009
11241,herpes virus,Family Herpesviridae,128377001
11242,herpes virus,Family Herpesviridae,128377001
11243,herpes virus,Family Herpesviridae,128377001
11244,heterozygous,Heterozygote,14556007
11245,heterozygous,Heterozygote,14556007
11246,heterozygous,Heterozygote,14556007
11247,hiatal hernia,Hiatal hernia,84089009
11248,hiatal hernia,Hiatal hernia,84089009
11249,hiatal hernia,Hiatal hernia,84089009
11250,hiatus hernia,Hiatal hernia,84089009
11251,hiatus hernia,Hiatal hernia,84089009
11252,hiatus hernia,Hiatal hernia,84089009
11253,hiccups,Hiccoughs,65958008
11254,hiccups,Hiccoughs,65958008
11255,hiccups,Hiccoughs,65958008
11256,hidradenitis suppurativa,Hidradenitis suppurativa,59393003
11257,hidradenitis suppurativa,Hidradenitis suppurativa,59393003
11258,hidradenitis suppurativa,Hidradenitis suppurativa,59393003
11259,high BG,Glucose in blood specimen above reference range,444780001
11260,high BG,Glucose in blood specimen above reference range,444780001
11261,high BG,Glucose in blood specimen above reference range,444780001
11262,high BGs,Glucose in blood specimen above reference range,444780001
11263,high BGs,Glucose in blood specimen above reference range,444780001
11264,high BGs,Glucose in blood specimen above reference range,444780001
11265,high BP,"Hypertensive disorder, systemic arterial",38341003
11266,high BP,"Hypertensive disorder, systemic arterial",38341003
11267,high BP,"Hypertensive disorder, systemic arterial",38341003
11268,high anxiety,Anxiety disorder,197480006
11269,high anxiety,Anxiety disorder,197480006
11270,high anxiety,Anxiety disorder,197480006
11271,high blood glucose,Glucose in blood specimen above reference range,444780001
11272,high blood glucose,Glucose in blood specimen above reference range,444780001
11273,high blood glucose,Glucose in blood specimen above reference range,444780001
11274,high blood glucose levels,Glucose in blood specimen above reference range,444780001
11275,high blood glucose levels,Glucose in blood specimen above reference range,444780001
11276,high blood glucose levels,Glucose in blood specimen above reference range,444780001
11277,high blood pressure,"Hypertensive disorder, systemic arterial",38341003
11278,high blood pressure,"Hypertensive disorder, systemic arterial",38341003
11279,high blood pressure,"Hypertensive disorder, systemic arterial",38341003
11280,high blood sugar,Hyperglycemia,80394007
11281,high blood sugar,Hyperglycemia,80394007
11282,high blood sugar,Hyperglycemia,80394007
11283,high blood sugars,Glucose in blood specimen above reference range,444780001
11284,high blood sugars,Glucose in blood specimen above reference range,444780001
11285,high blood sugars,Glucose in blood specimen above reference range,444780001
11286,high bloodsugar,Glucose in blood specimen above reference range,444780001
11287,high bloodsugar,Glucose in blood specimen above reference range,444780001
11288,high bloodsugar,Glucose in blood specimen above reference range,444780001
11289,high cholesterol,Hypercholesterolemia,13644009
11290,high cholesterol,Hypercholesterolemia,13644009
11291,high cholesterol,Hypercholesterolemia,13644009
11292,high fever,Fever,386661006
11293,high fever,Fever,386661006
11294,high fever,Fever,386661006
11295,high fevers,Hyperpyrexia,409702008
11296,high fevers,Hyperpyrexia,409702008
11297,high fevers,Hyperpyrexia,409702008
11298,high glucose,Glucose in blood specimen above reference range,444780001
11299,high glucose,Glucose in blood specimen above reference range,444780001
11300,high glucose,Glucose in blood specimen above reference range,444780001
11301,high libido,Increased libido,58436003
11302,high libido,Increased libido,58436003
11303,high libido,Increased libido,58436003
11304,high stress,stress,73595000
11305,high stress,stress,73595000
11306,high stress,stress,73595000
11307,high sugars,Glucose in blood specimen above reference range,444780001
11308,high sugars,Glucose in blood specimen above reference range,444780001
11309,high sugars,Glucose in blood specimen above reference range,444780001
11310,higher blood sugars,Hyperglycemia,80394007
11311,higher blood sugars,Hyperglycemia,80394007
11312,higher blood sugars,Hyperglycemia,80394007
11313,hip,Hip region structure,29836001
11314,hip,Hip region structure,29836001
11315,hip,Hip region structure,29836001
11316,hip bone,Innominate bone structure,28254004
11317,hip bone,Innominate bone structure,28254004
11318,hip bone,Innominate bone structure,28254004
11319,hip dysplasia,Congenital hip dysplasia,52781008
11320,hip dysplasia,Congenital hip dysplasia,52781008
11321,hip dysplasia,Congenital hip dysplasia,52781008
11322,hip joint,Hip joint structure,24136001
11323,hip joint,Hip joint structure,24136001
11324,hip joint,Hip joint structure,24136001
11325,hip pain,Hip pain,49218002
11326,hip pain,Hip pain,49218002
11327,hip pain,Hip pain,49218002
11328,hip replacement,Prosthetic arthroplasty of the hip,397956004
11329,hip replacement,Prosthetic arthroplasty of the hip,397956004
11330,hip replacement,Prosthetic arthroplasty of the hip,397956004
11331,hip replacement surgery,Prosthetic arthroplasty of the hip,397956004
11332,hip replacement surgery,Prosthetic arthroplasty of the hip,397956004
11333,hip surgery,Operative procedure on hip,429772001
11334,hip surgery,Operative procedure on hip,429772001
11335,hip surgery,Operative procedure on hip,429772001
11336,hips,Hip region structure,29836001
11337,hips,Hip region structure,29836001
11338,hips,Hip region structure,29836001
11339,hirsutism,Hirsutism,399939002
11340,hirsutism,Hirsutism,399939002
11341,hirsutism,Hirsutism,399939002
11342,histamine,Histamine,54235008
11343,histamine,Histamine,54235008
11344,histamine,Histamine,54235008
11345,histamines,Histamine,54235008
11346,histamines,Histamine,54235008
11347,histamines,Histamine,54235008
11348,hives,Weal,247472004
11349,hives,Weal,247472004
11350,hives,Weal,247472004
11351,hoarse,Hoarse,50219008
11352,hoarse,Hoarse,50219008
11353,hoarse,Hoarse,50219008
11354,hoarseness,Hoarse,50219008
11355,hoarseness,Hoarse,50219008
11356,hoarseness,Hoarse,50219008
11357,hobbling,Limping,16973004
11358,hobbling,Limping,16973004
11359,hobbling,Limping,16973004
11360,holter monitor,"Electrocardiographic monitor and recorder, device",86184003
11361,holter monitor,"Electrocardiographic monitor and recorder, device",86184003
11362,holter monitor,"Electrocardiographic monitor and recorder, device",86184003
11363,homeostasis,"Homeostasis, function",21979002
11364,homeostasis,"Homeostasis, function",21979002
11365,homeostasis,"Homeostasis, function",21979002
11366,homocysteine,Homocysteine,102747008
11367,homocysteine,Homocysteine,102747008
11368,homocysteine,Homocysteine,102747008
11369,hopeless,Feeling hopeless,307077003
11370,hopeless,Feeling hopeless,307077003
11371,hopeless,Feeling hopeless,307077003
11372,hopelessness,Feeling hopeless,307077003
11373,hopelessness,Feeling hopeless,307077003
11374,hopelessness,Feeling hopeless,307077003
11375,hormonal,Hormonal,278994005
11376,hormonal,Hormonal,278994005
11377,hormonal,Hormonal,278994005
11378,hormonal BC,Contraception,13197004
11379,hormonal BC,Contraception,13197004
11380,hormonal BC,Contraception,13197004
11381,hormonal BC pills,Oral contraception,5935008
11382,hormonal BC pills,Oral contraception,5935008
11383,hormonal BC pills,Oral contraception,5935008
11384,hormonal IUD,"Intrauterine device, drug-eluting",469606005
11385,hormonal IUD,"Intrauterine device, drug-eluting",469606005
11386,hormonal IUD,"Intrauterine device, drug-eluting",469606005
11387,hormonal acne,Acne vulgaris,11381005
11388,hormonal acne,Acne vulgaris,11381005
11389,hormonal acne,Acne vulgaris,11381005
11390,hormonal birth control pills,Oral contraception,5935008
11391,hormonal birth control pills,Oral contraception,5935008
11392,hormonal birth control pills,Oral contraception,5935008
11393,hormonal contraception,Contraception,13197004
11394,hormonal contraception,Contraception,13197004
11395,hormonal contraception,Contraception,13197004
11396,hormonal copper IUD,Uses copper intrauterine device contraception,448962006
11397,hormonal copper IUD,Uses copper intrauterine device contraception,448962006
11398,hormonal copper IUD,Uses copper intrauterine device contraception,448962006
11399,hormonal imbalance,Disorder of endocrine system,362969004
11400,hormonal imbalance,Disorder of endocrine system,362969004
11401,hormonal imbalance,Disorder of endocrine system,362969004
11402,hormonal imbalances,Disorder of endocrine system,362969004
11403,hormonal imbalances,Disorder of endocrine system,362969004
11404,hormonal imbalances,Disorder of endocrine system,362969004
11405,hormonal pills,Oral contraception,5935008
11406,hormonal pills,Oral contraception,5935008
11407,hormonal pills,Oral contraception,5935008
11408,hormonal therapy,Hormone therapy,169413002
11409,hormonal therapy,Hormone therapy,169413002
11410,hormonal therapy,Hormone therapy,169413002
11411,hormone,Hormone,734617007
11412,hormone,Hormone,734617007
11413,hormone,Hormone,734617007
11414,hormone,Hormone,734617007
11415,hormone,Hormone,734617007
11416,hormone,Hormone,734617007
11417,hormone pill,Oral contraception,5935008
11418,hormone pill,Oral contraception,5935008
11419,hormone pill,Oral contraception,5935008
11420,hormone pills,Hormone therapy,169413002
11421,hormone pills,Hormone therapy,169413002
11422,hormone pills,Hormone therapy,169413002
11423,hormone replacement therapy,Hormone replacement therapy,266717002
11424,hormone replacement therapy,Hormone replacement therapy,266717002
11425,hormone replacement therapy,Hormone replacement therapy,266717002
11426,hormone therapy,Hormone therapy,169413002
11427,hormone therapy,Hormone therapy,169413002
11428,hormone therapy,Hormone therapy,169413002
11429,hormones,Hormone,87568004
11430,hormones,Hormone,87568004
11431,hormones,Hormone,87568004
11432,horny,"Sexual excitation, function",33105009
11433,horny,"Sexual excitation, function",33105009
11434,horny,"Sexual excitation, function",33105009
11435,horrible acne,Acne vulgaris,11381005
11436,horrible acne,Acne vulgaris,11381005
11437,horrible acne,Acne vulgaris,11381005
11438,horrible cramps,Dysmenorrhea,266599000
11439,horrible cramps,Dysmenorrhea,266599000
11440,horrible cramps,Dysmenorrhea,266599000
11441,horrible pain,Horrible present pain,301383001
11442,horrible pain,Horrible present pain,301383001
11443,horrible pain,Horrible present pain,301383001
11444,hot flashes,Menopausal flushing,198436008
11445,hot flashes,Menopausal flushing,198436008
11446,hot flashes,Menopausal flushing,198436008
11447,hot flushes,Menopausal flushing,198436008
11448,hot flushes,Menopausal flushing,198436008
11449,hot flushes,Menopausal flushing,198436008
11450,housebound,Housebound,160689007
11451,housebound,Housebound,160689007
11452,housebound,Housebound,160689007
11453,hpv,Human papillomavirus infection,240532009
11454,hpv,Human papillomavirus infection,240532009
11455,hpv,Human papillomavirus infection,240532009
11456,hsv1,Human herpes simplex virus type 1,15302007
11457,hsv1,Human herpes simplex virus type 1,15302007
11458,hsv1,Human herpes simplex virus type 1,15302007
11459,hsv2,Human herpes simplex virus type 2,13687007
11460,hsv2,Human herpes simplex virus type 2,13687007
11461,hsv2,Human herpes simplex virus type 2,13687007
11462,humara,Adalimumab,407317001
11463,humara,Adalimumab,407317001
11464,humara,Adalimumab,407317001
11465,humidifier,"Household humidifier, device",71545009
11466,humidifier,"Household humidifier, device",71545009
11467,humidifier,"Household humidifier, device",71545009
11468,humira,Adalimumab,407317001
11469,humira,Adalimumab,407317001
11470,humira,Adalimumab,407317001
11471,hunger,Hungry,55350005
11472,hunger,Hungry,55350005
11473,hunger,Hungry,55350005
11474,hunger pains,Hunger pain,162043005
11475,hunger pains,Hunger pain,162043005
11476,hunger pains,Hunger pain,162043005
11477,hunger pangs,Hunger pain,162043005
11478,hunger pangs,Hunger pain,162043005
11479,hunger pangs,Hunger pain,162043005
11480,hungover,Hangover,32553006
11481,hungover,Hangover,32553006
11482,hungover,Hangover,32553006
11483,hungry,Hungry,55350005
11484,hungry,Hungry,55350005
11485,hungry,Hungry,55350005
11486,hurting,Pain,22253000
11487,hurting,Pain,22253000
11488,hurting,Pain,22253000
11489,hurting,Pain,22253000
11490,hurting,Pain,22253000
11491,hurts,Pain,22253000
11492,hurts,Pain,22253000
11493,hurts,Pain,22253000
11494,hydration,Hydration status,405006006
11495,hydration,Hydration status,405006006
11496,hydration,Hydration status,405006006
11497,hydrocele,Hydrocele,386152007
11498,hydrocele,Hydrocele,386152007
11499,hydrocele,Hydrocele,386152007
11500,hydrocele,Hydrocele,386152007
11501,hydrocephalus,Hydrocephalus,230745008
11502,hydrocephalus,Hydrocephalus,230745008
11503,hydrocephalus,Hydrocephalus,230745008
11504,hydrochlorothiazide,Hydrochlorothiazide,387525002
11505,hydrochlorothiazide,Hydrochlorothiazide,387525002
11506,hydrochlorothiazide,Hydrochlorothiazide,387525002
11507,hydrocodone,Hydrocodone,372671002
11508,hydrocodone,Hydrocodone,372671002
11509,hydrocodone,Hydrocodone,372671002
11510,hydrocortisone,Hydrocortisone,396458002
11511,hydrocortisone,Hydrocortisone,396458002
11512,hydrocortisone,Hydrocortisone,396458002
11513,hydrocortisone cream,Product containing precisely hydrocortisone 1 milligram/1 gram conventional release cutaneous cream,331680008
11514,hydrocortisone cream,Product containing precisely hydrocortisone 1 milligram/1 gram conventional release cutaneous cream,331680008
11515,hydrocortisone cream,Product containing precisely hydrocortisone 1 milligram/1 gram conventional release cutaneous cream,331680008
11516,hydrogen peroxide,Hydrogen peroxide,387171003
11517,hydrogen peroxide,Hydrogen peroxide,387171003
11518,hydrogen peroxide,Hydrogen peroxide,387171003
11519,hydromorphone,Hydromorphone,44508008
11520,hydromorphone,Hydromorphone,44508008
11521,hydromorphone,Hydromorphone,44508008
11522,hydros,Hydrocodone,372671002
11523,hydros,Hydrocodone,372671002
11524,hydros,Hydrocodone,372671002
11525,hydrotherapy,Hydrotherapy,46903006
11526,hydrotherapy,Hydrotherapy,46903006
11527,hydrotherapy,Hydrotherapy,46903006
11528,hydroxizine,Hydroxyzine,372856003
11529,hydroxizine,Hydroxyzine,372856003
11530,hydroxizine,Hydroxyzine,372856003
11531,hydroxychloroquine,Hydroxychloroquine,373540008
11532,hydroxychloroquine,Hydroxychloroquine,373540008
11533,hydroxychloroquine,Hydroxychloroquine,373540008
11534,hydroxyzine,Hydroxyzine,372856003
11535,hydroxyzine,Hydroxyzine,372856003
11536,hydroxyzine,Hydroxyzine,372856003
11537,hyper,High,75540009
11538,hyper,High,75540009
11539,hyper,High,75540009
11540,hyper mobility,Hypermobility,263778007
11541,hyper mobility,Hypermobility,263778007
11542,hyper mobility,Hypermobility,263778007
11543,hyperactive,Hyperactive behavior,44548000
11544,hyperactive,Hyperactive behavior,44548000
11545,hyperactive,Hyperactive behavior,44548000
11546,hyperactivity,Hyperactive behavior,44548000
11547,hyperactivity,Hyperactive behavior,44548000
11548,hyperactivity,Hyperactive behavior,44548000
11549,hyperacusis,Hyperacusis,25289003
11550,hyperacusis,Hyperacusis,25289003
11551,hyperacusis,Hyperacusis,25289003
11552,hyperalgesia,Hyperalgesia,55406008
11553,hyperalgesia,Hyperalgesia,55406008
11554,hyperalgesia,Hyperalgesia,55406008
11555,hyperarousal,Emotional impulsivity,39178003
11556,hyperarousal,Emotional impulsivity,39178003
11557,hyperarousal,Emotional impulsivity,39178003
11558,hyperglycaemia,Hyperglycemia,80394007
11559,hyperglycaemia,Hyperglycemia,80394007
11560,hyperglycaemia,Hyperglycemia,80394007
11561,hyperglycemia,Hyperglycemia,80394007
11562,hyperglycemia,Hyperglycemia,80394007
11563,hyperglycemia,Hyperglycemia,80394007
11564,hyperglycemic,Hyperglycemia,80394007
11565,hyperglycemic,Hyperglycemia,80394007
11566,hyperglycemic,Hyperglycemia,80394007
11567,hyperglycemic crisis,Hyperglycemic crisis in diabetes mellitus,441656006
11568,hyperhidrosis,Hyperhidrosis,312230002
11569,hyperhidrosis,Hyperhidrosis,312230002
11570,hyperhidrosis,Hyperhidrosis,312230002
11571,hyperinsulinemia,Hyperinsulinism,83469008
11572,hyperinsulinemia,Hyperinsulinism,83469008
11573,hyperinsulinemia,Hyperinsulinism,83469008
11574,hypermobile,Hypermobile,263777002
11575,hypermobile,Hypermobile,263777002
11576,hypermobile,Hypermobile,263777002
11577,hypermobile joints,Range of joint movement increased,298181000
11578,hypermobile joints,Range of joint movement increased,298181000
11579,hypermobile joints,Range of joint movement increased,298181000
11580,hypermobility,Hypermobility,263778007
11581,hypermobility,Hypermobility,263778007
11582,hypermobility,Hypermobility,263778007
11583,hypermobility syndrome,Hypermobility syndrome,85551004
11584,hypermobility syndrome,Hypermobility syndrome,85551004
11585,hypermobility syndrome,Hypermobility syndrome,85551004
11586,hyperparathyroidism,Hyperparathyroidism,66999008
11587,hyperparathyroidism,Hyperparathyroidism,66999008
11588,hyperparathyroidism,Hyperparathyroidism,66999008
11589,hyperpigmentation,Hyperpigmentation,4830009
11590,hyperpigmentation,Hyperpigmentation,4830009
11591,hyperpigmentation,Hyperpigmentation,4830009
11592,hypers,Measurement finding above reference range,442756004
11593,hypers,Measurement finding above reference range,442756004
11594,hypers,Measurement finding above reference range,442756004
11595,hypersensitive,Hypersensitivity finding,252097006
11596,hypersensitive,Hypersensitivity finding,252097006
11597,hypersensitive,Hypersensitivity finding,252097006
11598,hypersensitive,Hypersensitivity finding (finding),252097006
11599,hypersensitive,Hypersensitivity finding,252097006
11600,hypersensitivity,Hypersensitivity reaction,421961002
11601,hypersensitivity,Hypersensitivity reaction,421961002
11602,hypersensitivity,Hypersensitivity reaction (disorder),264775000
11603,hypersensitivity,Hypersensitivity reaction,421961002
11604,hypersomnia,Hypersomnia,77692006
11605,hypersomnia,Hypersomnia,77692006
11606,hypersomnia,Hypersomnia,77692006
11607,hypertension,"Hypertensive disorder, systemic arterial",38341003
11608,hypertension,"Hypertensive disorder, systemic arterial",38341003
11609,hypertension,"Hypertensive disorder, systemic arterial",38341003
11610,hypertensive,"Hypertensive disorder, systemic arterial",38341003
11611,hypertensive,"Hypertensive disorder, systemic arterial",38341003
11612,hypertensive,"Hypertensive disorder, systemic arterial",38341003
11613,hyperthermia,hyperthermia,50177009
11614,hyperthermia,hyperthermia,50177009
11615,hyperthermia,hyperthermia,50177009
11616,hyperthermia,hyperthermia,50177009
11617,hyperthyroid,Hyperthyroidism,34486009
11618,hyperthyroid,Hyperthyroidism,34486009
11619,hyperthyroid,Hyperthyroidism,34486009
11620,hyperthyroidism,Hyperthyroidism,34486009
11621,hyperthyroidism,Hyperthyroidism,34486009
11622,hyperthyroidism,Hyperthyroidism,34486009
11623,hypertrophy,Hypertrophy,56246009
11624,hypertrophy,Hypertrophy,56246009
11625,hypertrophy,Hypertrophy,56246009
11626,hyperventilating,Hyperventilation,68978004
11627,hyperventilating,Hyperventilation,68978004
11628,hyperventilating,Hyperventilation,68978004
11629,hyperventilation,Hyperventilation,68978004
11630,hyperventilation,Hyperventilation,68978004
11631,hyperventilation,Hyperventilation,68978004
11632,hypnagogia,Hypnagogic hallucinations,44780000
11633,hypnagogia,Hypnagogic hallucinations,44780000
11634,hypnagogia,Hypnagogic hallucinations,44780000
11635,hypnagogic hallucinations,Hypnagogic hallucinations,44780000
11636,hypnagogic hallucinations,Hypnagogic hallucinations,44780000
11637,hypnagogic hallucinations,Hypnagogic hallucinations,44780000
11638,hypnic jerks,Hypnic jerk,443438009
11639,hypnic jerks,Hypnic jerk,443438009
11640,hypnic jerks,Hypnic jerk,443438009
11641,hypnosis,Hypnotherapy,19997007
11642,hypnosis,Hypnotherapy,19997007
11643,hypnosis,Hypnotherapy,19997007
11644,hypnosis,Hypnotherapy,19997007
11645,hypnotherapy,Hypnotherapy,19997007
11646,hypnotherapy,Hypnotherapy,19997007
11647,hypnotherapy,Hypnotherapy,19997007
11648,hypnotics,Hypnotic agent,372585002
11649,hypnotics,Hypnotic agent,372585002
11650,hypnotics,Hypnotic agent,372585002
11651,hypo,Hypoglycemia,302866003
11652,hypo,Hypoglycemia,302866003
11653,hypo,Hypoglycemia,302866003
11654,hypo awareness,Hypoglycemia education,398772000
11655,hypo awareness,Hypoglycemia education,398772000
11656,hypo awareness,Hypoglycemia education,398772000
11657,hypo unawareness,Loss of hypoglycemic warning,170766006
11658,hypo unawareness,Loss of hypoglycemic warning,170766006
11659,hypo unawareness,Loss of hypoglycemic warning,170766006
11660,hypochondria,Hypochondriasis,18193002
11661,hypochondria,Hypochondriasis,18193002
11662,hypochondria,Hypochondriasis,18193002
11663,hypochondriac,Hypochondriasis,18193002
11664,hypochondriac,Hypochondriasis,18193002
11665,hypochondriac,Hypochondriasis,18193002
11666,hypochondriacs,Hypochondriasis,18193002
11667,hypochondriacs,Hypochondriasis,18193002
11668,hypochondriacs,Hypochondriasis,18193002
11669,hypoglycaemia,Hypoglycemia,302866003
11670,hypoglycaemia,Hypoglycemia,302866003
11671,hypoglycaemia,Hypoglycemia,302866003
11672,hypoglycemia,Hypoglycemia,302866003
11673,hypoglycemia,Hypoglycemia,302866003
11674,hypoglycemia,Hypoglycemia,302866003
11675,hypoglycemia,Hypoglycemia,302866003
11676,hypoglycemia unawareness,Loss of hypoglycemic warning,170766006
11677,hypoglycemia unawareness,Loss of hypoglycemic warning,170766006
11678,hypoglycemia unawareness,Loss of hypoglycemic warning,170766006
11679,hypoglycemic,Hypoglycemia,302866003
11680,hypoglycemic,Hypoglycemia,302866003
11681,hypoglycemic,Hypoglycemia,302866003
11682,hypoglycemic unawareness,Loss of hypoglycemic warning,170766006
11683,hypoglycemic unawareness,Loss of hypoglycemic warning,170766006
11684,hypoglycemic unawareness,Loss of hypoglycemic warning,170766006
11685,hypomania,Hypomania,231496004
11686,hypomania,Hypomania,231496004
11687,hypomania,Hypomania,231496004
11688,hypomanic,Hypomania,231496004
11689,hypomanic,Hypomania,231496004
11690,hypomanic,Hypomania,231496004
11691,hyponatremia,Hyponatremia,89627008
11692,hyponatremia,Hyponatremia,89627008
11693,hyponatremia,Hyponatremia,89627008
11694,hypos,Hypoglycemia,302866003
11695,hypos,Hypoglycemia,302866003
11696,hypos,Hypoglycemia,302866003
11697,hypotension,Low blood pressure,45007003
